Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCZ41,OUT049,1943.7555428571427
DRL49,OUT013,2647.506142857143
FDI05,OUT018,804.4766285714286
FDY56,OUT045,3804.1909714285716
DRC13,OUT013,2030.3095428571432
NCV29,OUT017,2768.206171428571
FDR24,OUT049,1268.634342857143
FDZ34,OUT018,2007.1967714285715
FDP37,OUT035,2860.2768
FDX08,OUT027,5429.028314285714
FDS57,OUT045,3001.9970857142857
NCG18,OUT049,2505.2151714285715
FDK25,OUT018,2273.3265428571426
FDH53,OUT049,1821.7239142857143
DRI59,OUT018,3019.307885714286
FDA52,OUT046,3215.2433142857144
FDT20,OUT010,206.68334285714283
FDE36,OUT019,389.2076571428571
FDI24,OUT017,1472.2740285714285
FDB28,OUT018,2837.3542571428575
FDV11,OUT017,2812.719657142857
FDP01,OUT046,1838.7493714285713
FDD34,OUT027,3571.3512
FDJ50,OUT027,2534.8908285714288
FDZ44,OUT013,2168.6057142857144
DRO59,OUT035,2005.5798285714284
DRB48,OUT045,850.9875142857144
FDR21,OUT018,2222.4404
NCE42,OUT010,646.3015714285715
FDO23,OUT046,3592.751914285715
NCE30,OUT018,2524.9989428571425
FDQ22,OUT035,1329.222142857143
FDY01,OUT045,2113.0589714285716
FDS08,OUT017,2268.2854857142856
FDG28,OUT018,2480.390342857143
FDQ51,OUT018,1718.1444571428572
FDB05,OUT017,2552.4869714285715
FDO56,OUT049,2479.0587428571425
FDE02,OUT018,1849.877742857143
FDN45,OUT017,3685.6785714285716
FDS09,OUT013,1074.315857142857
NCA54,OUT018,2531.181371428571
FDP09,OUT010,445.5153142857143
FDC53,OUT045,1534.8592285714287
NCM55,OUT017,3321.581085714286
FDL09,OUT018,2372.8160857142857
FDA11,OUT019,332.2342
FDA50,OUT045,1567.1029714285717
FDC23,OUT017,3111.2834
FDE22,OUT049,3014.6472857142858
FDD23,OUT046,2932.7538857142863
NCA29,OUT049,3088.6462
FDK38,OUT046,1981.8963714285715
DRC13,OUT046,1327.224742857143
NCP43,OUT049,3855.362457142857
FDX28,OUT049,953.0451428571429
FDF08,OUT049,2220.728342857143
FDZ33,OUT046,2240.9876857142854
FDD10,OUT049,1733.0774000000001
FDO58,OUT017,2619.542542857143
FDI50,OUT017,3362.670457142857
FDO58,OUT045,2256.7766571428574
FDX08,OUT013,2980.501257142857
NCK17,OUT010,211.0586
FDF39,OUT035,3502.012885714286
FDU45,OUT010,196.50611428571432
NCJ18,OUT018,1772.644942857143
DRC27,OUT019,423.06834285714285
DRC25,OUT035,1867.0934285714284
FDU59,OUT035,3859.2621428571433
FDU28,OUT035,3427.348171428571
NCP30,OUT046,983.5768285714285
FDB39,OUT018,1335.1192285714285
FDE41,OUT013,1553.6918571428573
DRH11,OUT010,105.10128571428572
FDA58,OUT045,3795.916028571429
FDU50,OUT046,1638.7240285714286
FDM34,OUT013,2833.8350285714287
FDM44,OUT027,3101.7719714285713
FDR39,OUT045,3031.6727428571426
FDM25,OUT045,3942.2018
FDQ49,OUT049,1785.7707142857141
DRH25,OUT018,1323.8957428571427
FDM09,OUT027,3328.0488571428573
FDL44,OUT019,362.95611428571425
NCR42,OUT018,1340.7309714285714
DRL59,OUT046,1878.126685714286
FDX43,OUT013,3309.0260000000003
DRK47,OUT010,297.23214285714283
FDU48,OUT018,1478.0760000000002
FDY12,OUT045,712.5962285714286
NCN43,OUT018,1910.6557714285716
NCM55,OUT018,2782.6635428571426
FDQ21,OUT027,2827.1770285714288
FDX13,OUT035,3048.888428571428
NCK30,OUT027,3458.6407714285715
FDG20,OUT049,2945.8796571428575
DRG27,OUT017,1029.6121428571428
FDY14,OUT018,4184.172542857143
FDP59,OUT035,2666.7192285714286
FDU60,OUT017,3515.0435428571427
NCC18,OUT019,350.0205714285714
DRJ39,OUT017,4252.464599999999
FDS07,OUT049,2035.9212857142854
FDM08,OUT027,4520.782
FDP51,OUT045,1724.6122285714284
FDU16,OUT035,2075.5839428571426
FDH12,OUT013,1907.7072285714282
DRE48,OUT010,408.04028571428574
NCL42,OUT027,7252.654514285713
FDR21,OUT045,2360.0707714285713
NCW29,OUT035,2815.382857142857
FDO11,OUT013,1688.8492571428574
NCM31,OUT049,3498.9692285714286
FDV35,OUT019,347.64271428571425
FDF58,OUT017,1372.2137999999998
NCE43,OUT049,4304.872571428572
FDA02,OUT035,2295.583285714286
DRL37,OUT010,144.19325714285716
FDR24,OUT018,1856.9162000000001
FDW59,OUT049,2524.1429142857146
FDS22,OUT049,1354.8078857142857
FDW24,OUT017,1296.9784
FDU24,OUT035,1878.0315714285714
FDA21,OUT027,5263.053885714285
FDH58,OUT027,3497.542514285714
FDW36,OUT018,1411.3057714285715
FDI45,OUT027,4163.057171428572
FDU01,OUT018,1486.350942857143
FDF35,OUT027,3981.8644571428563
FDU43,OUT019,442.1863142857143
FDE24,OUT019,322.24719999999996
FDK50,OUT049,1938.6193714285714
FDG31,OUT045,1545.7973714285715
FDC60,OUT045,1575.4730285714286
FDL36,OUT013,1497.5744285714281
FDP21,OUT013,2339.8114285714287
FDW16,OUT045,1276.4337142857144
FDX02,OUT017,3038.0453999999995
FDQ58,OUT027,3166.4496857142863
FDT51,OUT046,2372.1502857142855
FDD59,OUT049,2048.381257142857
NCM42,OUT018,2081.481028571428
FDA57,OUT018,1307.155628571429
FDZ48,OUT035,1853.9676571428572
FDE46,OUT045,2280.365
NCZ30,OUT019,355.5371999999999
FDB56,OUT017,2879.1094285714285
FDA25,OUT027,2918.106285714286
FDD20,OUT013,2766.6843428571433
FDL25,OUT013,1334.8338857142858
NCO18,OUT049,3813.987742857143
FDJ45,OUT017,1752.9562857142857
FDR12,OUT035,3137.4398285714283
NCF19,OUT010,158.65062857142857
FDK25,OUT046,2203.702885714286
NCR17,OUT046,1965.4416
FDC52,OUT046,2385.4662857142857
NCA54,OUT017,3471.7665428571427
FDR45,OUT010,459.2117714285714
NCM19,OUT049,3498.969228571429
FDF39,OUT027,5753.082685714284
FDX23,OUT049,1256.2694857142858
FDD58,OUT027,3304.2702857142854
FDX28,OUT013,2001.3947999999998
NCD31,OUT013,2798.9280857142853
FDU57,OUT018,1629.9735142857146
FDI27,OUT046,1216.9872857142857
NCM42,OUT046,2098.4113714285713
FDD32,OUT027,2537.7442571428574
FDI34,OUT013,4192.827942857142
NCM29,OUT049,1707.3965428571428
FDG46,OUT018,1748.1054571428572
DRC01,OUT010,124.02902857142855
FDB15,OUT027,6112.709800000001
NCA17,OUT027,4454.297114285714
FDF10,OUT046,2406.106085714286
FDR26,OUT027,4055.863371428571
FDI02,OUT049,1694.2707714285712
NCM54,OUT010,237.21502857142855
FDF14,OUT013,2400.8748
FDJ33,OUT010,251.57728571428575
FDM20,OUT035,3166.5448
FDC03,OUT027,5302.526314285714
NCX05,OUT046,2105.354714285714
NCM41,OUT027,2784.851171428571
NCU29,OUT010,469.5792285714285
FDQ59,OUT017,2094.6068
FDH46,OUT010,220.3798
FDH09,OUT013,912.9069142857143
NCD06,OUT045,849.3705714285713
FDC15,OUT035,1975.4286
DRD37,OUT027,1555.023457142857
FDT28,OUT027,3237.1195999999995
FDR28,OUT027,4457.150542857143
FDT38,OUT017,1205.7638000000002
FDV34,OUT027,1650.898657142857
FDY52,OUT035,1200.9129714285716
FDB34,OUT013,1893.4400857142857
DRL23,OUT018,2431.977171428571
DRB24,OUT046,1869.9468571428572
FDJ50,OUT046,1404.9331142857143
FDQ49,OUT035,3219.6185714285716
FDP20,OUT035,2932.5636571428577
FDV19,OUT027,4408.737371428571
NCR54,OUT045,3153.3239142857137
FDO09,OUT010,459.11665714285715
FDS57,OUT018,1891.0622285714287
FDN10,OUT049,2172.5053999999996
FDV23,OUT049,2674.423485714286
FDY28,OUT049,3670.6505142857145
DRG51,OUT013,2263.2444285714287
FDD45,OUT019,280.58714285714285
NCL18,OUT027,4346.627742857143
NCM29,OUT013,1708.9183714285714
FDF17,OUT027,5528.042285714286
FDE22,OUT017,3610.728514285714
FDQ22,OUT017,1203.005485714286
FDS01,OUT013,3057.1633714285713
FDW35,OUT027,1652.6107142857143
FDJ33,OUT046,1627.785885714286
NCF54,OUT035,3418.3123142857144
FDE09,OUT013,1595.4470285714285
NCE06,OUT045,2379.7594285714285
DRH49,OUT049,1336.0703714285714
FDY43,OUT045,2340.191885714286
NCT05,OUT017,4020.385742857143
FDZ34,OUT045,3942.2017999999994
FDL38,OUT017,1568.5296857142857
FDZ31,OUT017,2772.105857142857
FDR14,OUT035,1431.5651142857143
NCN54,OUT049,1554.8332285714284
NCC42,OUT027,3986.3348285714287
FDK08,OUT017,1700.167857142857
FDP59,OUT013,1638.9142571428572
FDV22,OUT035,2794.647942857143
FDD33,OUT035,3364.192285714286
DRE60,OUT027,4130.052514285714
FDK52,OUT046,4582.4160571428565
FDA02,OUT017,1633.3025142857143
FDM56,OUT049,1856.0601714285715
FDE57,OUT035,2178.3073714285715
FDM32,OUT045,1889.159942857143
NCQ30,OUT027,2955.581314285714
FDQ27,OUT027,2797.976942857143
FDT60,OUT027,2948.1624
FDU43,OUT049,3843.5682857142856
NCO55,OUT035,2113.8198857142856
FDG02,OUT045,3281.2526285714293
FDJ28,OUT013,2878.443628571429
FDP40,OUT045,1537.6175428571428
FDJ38,OUT045,2671.7602857142856
NCC54,OUT017,3071.2402857142856
NCZ41,OUT046,2405.2500571428573
FDK38,OUT019,404.71128571428574
FDU52,OUT013,2163.0890857142854
FDC40,OUT046,1305.5386857142855
NCR30,OUT017,1650.2328571428573
NCN18,OUT017,1516.9777428571429
FDB50,OUT035,1304.587542857143
FDG04,OUT013,2450.1440000000002
FDR26,OUT035,1622.7448285714288
NCT17,OUT018,2432.8332000000005
FDX35,OUT027,4191.781685714285
FDS12,OUT046,2605.9412
NCZ29,OUT027,3437.1449428571427
FDB38,OUT010,260.5180285714286
FDP12,OUT013,1434.3234285714284
FDP22,OUT046,1170.761742857143
FDS26,OUT018,4217.462542857143
FDR52,OUT046,3857.074514285715
DRJ13,OUT046,2399.828542857143
FDU48,OUT027,3097.6820571428575
FDE29,OUT035,1323.7055142857146
NCT29,OUT049,2017.2788857142857
DRK37,OUT018,2178.9731714285713
FDK55,OUT046,2304.904485714286
FDR07,OUT046,1109.9837142857143
FDO21,OUT027,5342.474314285714
FDK46,OUT049,4459.052828571429
FDB12,OUT045,1006.5944857142857
FDT31,OUT027,5815.763
FDJ33,OUT045,1960.4956571428572
FDC26,OUT027,2526.140314285714
NCQ02,OUT045,2950.540257142857
FDP08,OUT010,282.8698857142857
FDB11,OUT027,4824.672142857142
FDV55,OUT013,2543.831571428571
FDW20,OUT049,2375.8597428571425
NCJ18,OUT019,243.96814285714285
FDC41,OUT018,737.6112857142858
FDE14,OUT027,2567.5150285714285
FDG35,OUT013,2527.5670285714286
FDF45,OUT035,1228.2107714285717
FDS19,OUT027,2303.572885714286
FDS58,OUT019,255.66719999999995
FDA26,OUT017,3212.1045428571424
FDM32,OUT049,1955.6448285714284
FDL45,OUT046,2157.762685714286
FDZ55,OUT049,2421.6097142857143
FDY37,OUT049,1669.921514285714
FDO46,OUT046,2760.787257142857
FDQ60,OUT046,2384.8955999999994
FDA19,OUT018,2335.436171428572
FDL15,OUT046,2711.518057142857
FDM10,OUT018,2939.6972285714287
NCL05,OUT017,816.6512571428572
DRK49,OUT010,144.19325714285714
NCE18,OUT027,7252.654514285715
FDG40,OUT049,872.6735714285714
DRI59,OUT045,3058.8754285714285
FDK28,OUT035,2679.1792
NCD06,OUT019,244.0632571428571
FDO11,OUT019,331.8537428571429
FDK27,OUT046,1826.9551999999999
FDT43,OUT027,1328.271
FDD38,OUT018,1077.3595142857143
FDA16,OUT049,3612.5356857142856
FDL14,OUT027,3720.5855142857145
NCM17,OUT049,1472.6544857142856
FDD20,OUT045,1976.4748571428572
FDA40,OUT045,1667.6387714285715
FDL43,OUT045,1379.5376
FDV15,OUT045,2112.3931714285713
FDE52,OUT046,1320.7569714285714
NCL17,OUT010,398.3386285714286
NCJ31,OUT045,2725.975428571429
FDR60,OUT045,1170.856857142857
NCA18,OUT035,2154.6239142857144
FDS21,OUT027,1639.9605142857145
FDW09,OUT035,1075.8376857142857
FDL26,OUT035,2379.0936285714283
FDS47,OUT018,2039.6307428571429
FDC39,OUT046,3089.7875714285715
FDT51,OUT035,1777.1153142857142
FDK40,OUT035,4148.980257142857
NCG19,OUT045,3136.4886857142856
FDZ07,OUT046,1040.9307428571426
FDF08,OUT027,3256.6180285714286
FDO04,OUT013,1133.2867142857142
FDK41,OUT018,687.3909428571429
FDP15,OUT049,1410.2595142857142
NCD43,OUT018,1538.9491428571432
NCP18,OUT013,2409.1497428571424
FDZ51,OUT046,2171.2689142857143
DRH13,OUT035,1867.0934285714284
FDF38,OUT045,1126.6287142857143
NCI43,OUT045,1229.1619142857144
FDM38,OUT027,2921.245057142857
FDS03,OUT013,1215.2752285714287
DRJ47,OUT017,2588.440171428571
FDT50,OUT010,517.3266000000001
FDV02,OUT046,2647.411028571428
NCG18,OUT017,2052.3760571428575
FDW52,OUT046,3477.663628571428
FDS40,OUT035,712.2157714285714
FDN31,OUT017,2668.716628571428
FDA37,OUT045,2518.7214
FDA15,OUT046,2966.709685714286
FDL39,OUT046,2980.215914285714
FDJ53,OUT045,1517.6435428571426
FDX22,OUT013,2861.5132857142858
NCZ42,OUT045,2310.2308857142857
FDD56,OUT027,4864.620142857143
FDD40,OUT017,2983.4498
FDS50,OUT013,3227.5130571428567
NCN14,OUT013,2732.5383142857145
FDT15,OUT013,3144.0978285714286
NCS18,OUT027,2724.4536
NCO26,OUT010,283.2503428571428
FDF58,OUT018,1224.1208571428572
NCB19,OUT013,1980.8501142857144
FDH26,OUT017,2418.3758285714284
DRB24,OUT027,4937.382571428571
FDA49,OUT018,1409.4986000000001
FDB32,OUT045,1858.2478000000003
FDI36,OUT017,2427.411685714286
NCA17,OUT010,460.8287142857143
FDH22,OUT013,1589.8352857142856
NCM26,OUT018,2144.4466857142856
FDT15,OUT027,4986.081085714286
FDB16,OUT018,1230.113057142857
NCP54,OUT027,3135.918
FDJ36,OUT013,1783.1075142857142
FDO28,OUT045,1938.2389142857141
FDU09,OUT013,1577.660657142857
FDF29,OUT017,2035.1603714285716
FDY08,OUT013,2598.6173999999996
DRJ59,OUT018,1891.918257142857
FDT23,OUT027,3393.5826000000006
FDU15,OUT018,967.9780857142857
FDT47,OUT013,1834.0887714285714
FDI53,OUT019,363.33657142857146
FDR59,OUT018,1841.3174571428572
FDD53,OUT035,712.2157714285714
FDY51,OUT017,3579.0554571428574
FDT04,OUT049,1093.624057142857
FDU51,OUT049,3136.2984571428574
FDG14,OUT035,2736.9135714285717
NCU06,OUT045,3398.623657142857
DRG25,OUT046,1732.6969428571429
DRH49,OUT035,1862.1474857142857
FDN15,OUT035,2429.0286285714287
FDL43,OUT018,1080.878742857143
NCT18,OUT049,4230.588314285715
NCB31,OUT013,4386.2904
FDK57,OUT035,2201.039685714286
FDY04,OUT019,371.70662857142855
NCP54,OUT046,1955.0741428571432
FDF41,OUT013,3252.0525428571427
FDM01,OUT045,3597.9832
FDW03,OUT045,1667.7338857142856
FDF28,OUT045,1948.7014857142858
FDY37,OUT017,2472.1153999999997
FDQ03,OUT017,3833.961742857143
FDP51,OUT027,3199.264114285714
FDJ40,OUT017,1945.1822571428572
FDC32,OUT049,1525.1575714285714
DRI49,OUT027,2013.0938571428574
NCW54,OUT017,1252.2746857142859
FDF09,OUT017,634.4122857142856
FDP45,OUT018,2525.6647428571428
DRJ23,OUT018,2384.8956000000003
FDS59,OUT017,1957.832457142857
FDY08,OUT046,2394.977714285714
FDX16,OUT049,2720.173457142857
FDY16,OUT018,1606.0998285714284
FDK32,OUT035,2099.3625142857145
FDQ22,OUT013,1194.9207714285712
NCC31,OUT018,2216.2579714285716
FDG58,OUT049,2394.6923714285717
DRF48,OUT013,3127.167485714286
DRH36,OUT049,1287.9425428571428
NCR30,OUT035,1521.1627714285714
FDB03,OUT019,460.5433714285714
FDZ28,OUT027,3690.9098571428576
FDR35,OUT017,3832.3447999999994
DRD15,OUT027,5934.655857142857
FDJ33,OUT019,301.0367142857143
FDA56,OUT010,350.5912571428571
FDP56,OUT046,2071.398914285714
NCT30,OUT046,1304.8728857142855
FDK15,OUT017,1843.0295142857144
FDH44,OUT018,2212.738742857143
FDV01,OUT013,1706.2551714285712
DRG03,OUT017,1688.1834571428572
FDG50,OUT027,2545.5436285714286
FDR16,OUT010,325.38597142857145
FDZ60,OUT046,1533.0520571428572
DRG03,OUT045,2177.6415714285718
FDS56,OUT018,2430.550457142857
FDU33,OUT045,1144.6053142857143
DRD27,OUT035,1062.8070285714286
FDW22,OUT046,2615.0721714285714
DRA24,OUT045,2608.8897428571427
FDF38,OUT049,1985.130257142857
FDX48,OUT013,2297.0099999999998
FDS58,OUT018,2518.2458285714283
FDC32,OUT046,1299.7367142857142
NCQ29,OUT045,4173.805085714286
DRK39,OUT018,1382.3910285714285
NCS38,OUT017,1466.0916
DRO47,OUT013,1302.6852571428572
DRG27,OUT027,2224.4378
FDC57,OUT027,4866.9980000000005
FDS55,OUT046,2384.8956000000003
NCJ06,OUT018,1834.183885714286
FDO01,OUT019,376.4623428571428
NCM55,OUT045,2992.675885714286
FDC52,OUT049,2164.325571428572
FDQ15,OUT045,1142.6079142857143
NCT30,OUT027,1569.4808285714284
NCR42,OUT027,1370.6919714285716
FDD28,OUT035,1148.1245428571428
FDQ34,OUT049,2457.8482571428576
FDZ12,OUT027,4176.087828571429
DRE13,OUT019,206.87357142857144
NCN07,OUT019,284.20148571428575
FDM28,OUT035,3048.888428571429
FDI10,OUT017,2811.0076000000004
FDQ25,OUT013,1827.4307714285715
FDA38,OUT010,450.55637142857137
DRI13,OUT049,2770.0133428571426
FDY20,OUT027,2258.108257142857
NCZ53,OUT035,2960.5272571428573
NCM31,OUT013,2557.718257142857
DRB01,OUT017,2646.8403428571432
DRF37,OUT046,2539.551428571428
NCF42,OUT049,3390.3487142857143
FDF16,OUT018,2734.9161714285715
FDB41,OUT013,1179.8927142857142
FDR34,OUT013,3589.9935999999993
FDR15,OUT018,2518.626285714286
NCV42,OUT019,355.5371999999999
FDW51,OUT035,3050.5053714285714
FDU36,OUT017,1477.7906571428573
FDX60,OUT049,1626.7396285714287
FDY03,OUT035,1619.796285714286
FDW55,OUT045,3630.3220571428574
FDT01,OUT010,303.3194571428571
FDG58,OUT013,2485.146057142857
FDK21,OUT017,4576.138514285714
NCS41,OUT019,619.0988857142856
FDS10,OUT045,2452.236514285714
NCT53,OUT046,2048.0008000000003
FDJ28,OUT018,1781.775914285714
FDX44,OUT045,1150.5024
FDT20,OUT018,934.0222857142857
FDO44,OUT017,1528.011
NCX17,OUT049,3319.6788
FDY01,OUT017,2000.0631999999998
FDJ12,OUT027,5156.240542857143
DRK35,OUT018,1541.9928
FDD47,OUT019,233.41045714285715
NCM53,OUT035,1932.2467142857145
FDO45,OUT013,1170.761742857143
NCM42,OUT010,354.20560000000006
FDE04,OUT046,3011.508514285714
NCI30,OUT027,5910.9724
FDZ19,OUT013,3309.0260000000003
FDW57,OUT013,2330.6804571428574
FDA25,OUT013,1482.6414857142859
FDT22,OUT046,1005.0726571428571
FDP51,OUT013,1761.8970285714283
FDD48,OUT027,2405.5354
FDY39,OUT035,2864.652057142857
FDO48,OUT010,252.71865714285713
FDD23,OUT027,4658.4123714285715
DRN35,OUT027,2083.3833142857143
FDT01,OUT035,2911.6385142857143
FDC20,OUT010,203.63968571428572
DRJ35,OUT035,1528.8670285714286
FDB32,OUT046,1432.1358
FDL24,OUT046,3538.822114285714
NCV42,OUT035,2024.5075714285715
FDZ46,OUT046,1746.108057142857
FDC15,OUT013,1476.5541714285714
FDD08,OUT019,178.71974285714285
FDY50,OUT049,1746.012942857143
FDD36,OUT013,1857.7722285714285
FDG57,OUT027,1200.152057142857
FDL21,OUT018,534.9227428571428
FDN16,OUT027,2504.5493714285717
FDJ09,OUT027,2178.1171428571424
FDS01,OUT010,331.28305714285716
FDV33,OUT017,3555.1817714285717
DRE12,OUT017,1963.5393142857142
FDR07,OUT013,1741.2572285714286
FDP48,OUT010,214.3876
NCB55,OUT035,1480.453857142857
FDQ08,OUT013,1219.7455999999997
FDR34,OUT035,4075.456914285714
FDO33,OUT046,2499.6985428571425
FDP13,OUT045,1571.192885714286
FDX12,OUT049,3504.961428571429
NCT06,OUT049,3334.7068571428567
FDR16,OUT019,416.60057142857147
FDE36,OUT046,3749.119800000001
FDZ36,OUT049,4016.7714
FDV13,OUT045,1978.6624857142856
NCZ17,OUT035,852.6995714285714
FDU56,OUT045,3820.8359714285716
FDM09,OUT035,2730.826257142857
FDV02,OUT017,2447.385685714286
FDS34,OUT018,1798.3258
FDA11,OUT049,1256.2694857142856
FDP09,OUT017,2937.985171428572
FDB29,OUT027,3027.5828285714283
FDT19,OUT017,2662.6293142857144
DRH15,OUT017,1297.4539714285713
FDY38,OUT046,3138.961657142857
FDF14,OUT027,3808.4711142857145
FDN48,OUT010,287.24514285714287
FDQ12,OUT013,3303.6044857142865
NCJ43,OUT045,2699.819
FDE17,OUT019,371.70662857142855
FDB05,OUT035,3841.856228571429
FDH10,OUT045,1981.3256857142856
NCR06,OUT017,613.2018
FDU32,OUT018,2123.2362
FDD56,OUT049,3404.4256285714287
FDO36,OUT018,1775.0228000000002
FDH16,OUT010,308.9312
FDX10,OUT018,1391.5220000000004
FDZ37,OUT017,1897.7202285714284
FDU31,OUT010,471.4815142857143
DRC49,OUT049,2934.6561714285717
FDL15,OUT045,2847.1510285714285
FDN32,OUT019,410.3230285714286
DRH59,OUT027,2083.3833142857143
NCU29,OUT049,2308.0432571428573
FDR37,OUT019,349.16454285714286
FDS14,OUT018,1714.6252285714286
FDU02,OUT027,5627.817171428571
FDJ08,OUT035,3098.823428571429
NCZ06,OUT045,3594.7493142857143
FDO31,OUT049,2310.4211142857143
FDH31,OUT018,967.9780857142858
FDS58,OUT017,2813.5756857142856
NCA53,OUT027,1442.503257142857
FDF50,OUT046,2623.4422285714286
NCW42,OUT049,3222.376885714286
NCQ17,OUT045,2457.3726857142856
FDK51,OUT018,4217.462542857143
NCW41,OUT010,465.01374285714286
NCR29,OUT017,1496.5281714285713
FDB08,OUT019,362.9561142857143
FDA40,OUT027,2032.402057142857
FDL14,OUT018,2581.877285714286
FDB47,OUT046,3038.7112
FDO03,OUT035,3399.669914285715
DRK13,OUT019,341.5554
FDX13,OUT010,287.3402571428572
FDF52,OUT046,2928.5688571428577
FDT11,OUT013,1653.0862857142859
FDB08,OUT013,3097.111371428571
FDQ28,OUT018,1646.5234
FDD29,OUT045,4608.001799999999
NCQ29,OUT027,5673.9475999999995
NCO02,OUT013,1815.2561428571428
FDR56,OUT010,279.92134285714286
NCM54,OUT049,2296.058857142857
FDP51,OUT035,1774.357
FDT38,OUT013,1096.7628285714286
FDZ20,OUT018,2767.5403714285712
FDJ53,OUT013,1810.5955428571428
FDX13,OUT049,3063.4409142857144
FDP58,OUT035,2851.050714285714
NCK31,OUT019,246.4411142857143
FDA35,OUT018,2766.8745714285715
FDV37,OUT018,2151.7704857142858
NCO07,OUT027,3311.784314285714
FDA20,OUT045,2120.573
FDZ59,OUT035,2287.118114285714
NCY17,OUT017,1181.795
FDQ28,OUT035,2731.6822857142856
FDV35,OUT017,1923.2108571428569
FDQ36,OUT013,1607.7167714285715
FDD34,OUT018,2204.273571428572
FDK51,OUT045,5519.291771428571
FDV31,OUT035,2772.0107428571428
FDR04,OUT035,1784.8195714285716
FDR14,OUT049,1058.3366571428571
DRC36,OUT010,328.1442857142857
FDE39,OUT019,255.19162857142854
FDP57,OUT049,2121.7143714285717
FDE57,OUT046,2787.514371428572
NCN18,OUT046,1535.9054857142858
NCQ05,OUT018,1718.8102571428572
FDW47,OUT035,2354.4590285714285
FDV46,OUT035,2521.3846000000003
NCP29,OUT045,1060.2389428571428
FDE09,OUT018,1571.858685714286
NCU06,OUT027,5121.048257142857
FDT19,OUT010,379.6011142857143
DRF15,OUT017,2254.3988
DRI51,OUT013,2384.990714285714
NCX54,OUT013,1933.4832
DRE01,OUT013,3406.5181428571427
NCB07,OUT045,3066.1041142857143
FDU50,OUT035,2602.041514285714
FDG40,OUT035,814.9391999999999
FDW10,OUT018,2328.4928285714286
FDX51,OUT013,2856.4722285714283
NCP17,OUT045,1003.6459428571428
FDP21,OUT035,2367.7750285714287
FDL04,OUT045,1460.5749714285714
FDV23,OUT013,2151.1998
FDF24,OUT046,2012.5231714285712
FDH56,OUT027,3194.983971428571
FDB51,OUT049,1582.987057142857
FDI58,OUT027,2315.2719428571427
FDR20,OUT013,1439.7449428571429
FDC51,OUT018,1645.0015714285712
FDB16,OUT027,2486.6678857142856
FDE40,OUT049,1623.0301714285717
NCM17,OUT035,1348.3401142857144
FDU56,OUT035,3242.3508857142856
FDS32,OUT019,309.8823428571428
FDX02,OUT049,3012.935228571428
FDT39,OUT027,4748.105142857143
FDE35,OUT017,1433.562514285714
NCI42,OUT019,367.52160000000003
DRL23,OUT046,2299.578085714286
FDA10,OUT046,1937.2877714285717
FDA11,OUT013,1411.4959999999999
NCM06,OUT046,3518.277428571429
NCT05,OUT035,4206.048828571429
NCQ02,OUT010,418.8833142857142
NCY06,OUT049,3427.062828571429
FDY56,OUT035,2684.220257142857
FDL02,OUT035,2545.924085714286
NCI06,OUT035,2289.6862
FDQ14,OUT045,2615.0721714285714
FDQ12,OUT017,4135.0935714285715
FDP36,OUT046,1349.4814857142858
FDK21,OUT027,5351.0346
FDO40,OUT045,2289.971542857143
NCK54,OUT019,307.12402857142854
FDY09,OUT018,2731.7774
NCW30,OUT049,5078.7224
NCC55,OUT027,2542.6902000000005
FDE58,OUT018,1840.5565428571429
FDR39,OUT013,2599.4734285714285
FDU28,OUT049,3371.8014285714285
FDH08,OUT017,2989.156657142857
FDG35,OUT045,3186.709028571428
FDG22,OUT049,1354.8078857142857
FDC34,OUT035,2500.7448
FDP15,OUT018,2923.242457142857
FDK34,OUT010,463.58702857142856
FDU45,OUT035,2074.537685714286
FDQ04,OUT027,1717.6688857142856
FDX22,OUT018,2620.7790285714286
FDB45,OUT017,1812.3076
NCH43,OUT027,4625.597942857143
DRE60,OUT046,2540.217228571428
FDD17,OUT027,6064.677085714285
NCM54,OUT017,2352.0811714285715
NCH55,OUT013,1743.9204285714284
NCT06,OUT017,2999.9996857142855
FDA48,OUT027,5143.9708
FDY58,OUT027,4876.3192
FDO25,OUT045,2794.743057142857
FDN50,OUT045,2210.2657714285715
FDH35,OUT035,3199.644571428572
FDK09,OUT045,3644.9696571428576
FDO16,OUT013,1659.3638285714285
FDW11,OUT045,1152.214457142857
FDU47,OUT027,3621.0008571428575
NCQ42,OUT010,253.28934285714286
FDK55,OUT027,3815.794914285714
FDN08,OUT049,2623.1568857142856
FDT57,OUT045,4483.1167428571425
FDJ12,OUT018,3229.7006857142856
DRL59,OUT017,1085.1588857142858
NCN53,OUT046,1371.3577714285714
FDO51,OUT010,183.38034285714284
FDK56,OUT017,3498.5887714285714
FDY12,OUT035,821.5020857142857
FDU15,OUT035,1386.480942857143
FDQ19,OUT046,4007.1648571428573
DRF15,OUT045,1954.0278857142857
DRE25,OUT019,206.87357142857147
FDK57,OUT018,2025.8391714285715
FDD33,OUT010,474.23982857142863
FDR34,OUT027,5342.474314285713
FDU04,OUT045,1740.9718857142857
FDE35,OUT019,227.98894285714283
NCD31,OUT035,3153.9897142857144
FDJ56,OUT035,1912.0824857142857
NCU53,OUT046,2048.0008000000003
FDD39,OUT035,3675.2160000000003
NCU17,OUT019,265.5590857142857
FDJ20,OUT046,1587.0769714285714
NCW41,OUT018,2002.5361714285714
FDL52,OUT035,1091.3413142857141
